NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG0038	1.5e-36 (2 hits)	2e-245 (8 hits)	5.2e-27 (6 hits)	2.3e-228 (9 hits)	8e-229 (8 hits)	3.4e-143 (8 hits)	1.6e-233 (24 hits)	5.1e-62 (17 hits)	8.4e-141 (8 hits)	8.2e-34 (7 hits)	3.7e-22 (16 hits)		8.6e-34 (7 hits)	1.4e-36 (4 hits)	2.2e-24 (10 hits)	4.3e-200 (13 hits)	4e-142 (9 hits)	6.4e-28 (5 hits)	7.1e-135 (6 hits)	1.7e-16 (8 hits)	1.3e-94 (10 hits)	2e-48 (5 hits)	4.3e-141 (6 hits)	2.4e-141 (7 hits)	3.2e-135 (6 hits)	8.7e-135 (6 hits)	4.9e-96 (8 hits)	2.2e-111 (12 hits)	7.8e-239 (9 hits)	1.1e-88 (16 hits)	8.6e-43 (6 hits)	7.4e-26 (3 hits)	2.1e-111 (8 hits)	2.1e-134 (16 hits)	9.6e-63 (9 hits)	1.1e-54 (15 hits)	5.1e-168 (12 hits)		1.7e-58 (12 hits)	2.6e-31 (9 hits)	7.2e-116 (12 hits)	6.9e-116 (12 hits)	5.5e-38 (11 hits)	2e-198 (13 hits)	1.4e-52 (17 hits)	5e-36 (4 hits)	7.5e-63 (18 hits)	1.7e-30 (11 hits)
NCVOG0039			1.7e-10 (4 hits)															9e-09 (3 hits)													1.4e-10 (3 hits)	2.2e-09 (2 hits)								1.1e-09 (4 hits)								
NCVOG0040	8.7e-26 (5 hits)	8.8e-20 (6 hits)	7.4e-16 (11 hits)	3.1e-20 (3 hits)	1.8e-15 (1 hits)	1.1e-15 (2 hits)	1.1e-15 (8 hits)	7.8e-24 (5 hits)	5.7e-13 (3 hits)	4.8e-18 (2 hits)	3.4e-19 (7 hits)		3.7e-18 (2 hits)	2.3e-19 (7 hits)	3.7e-21 (5 hits)	4.9e-31 (9 hits)	6.1e-15 (4 hits)	3.1e-14 (4 hits)	1.3e-14 (2 hits)	1.3e-22 (12 hits)	2.8e-10 (2 hits)	4.5e-18 (7 hits)	3.3e-10 (2 hits)	2.1e-12 (2 hits)	3e-11 (1 hits)	3.1e-17 (3 hits)	4.5e-20 (6 hits)	7.1e-22 (8 hits)	8.3e-22 (5 hits)	2.6e-18 (7 hits)	2e-21 (7 hits)	8.1e-19 (10 hits)	2e-22 (4 hits)	5.2e-21 (3 hits)	6.3e-20 (5 hits)	7.4e-17 (5 hits)	1.6e-20 (5 hits)		2.8e-21 (5 hits)	2.8e-21 (6 hits)	6.5e-21 (4 hits)	8.7e-21 (4 hits)	2e-18 (8 hits)	3.2e-16 (5 hits)	2.6e-19 (5 hits)	7.5e-17 (5 hits)	5.8e-21 (5 hits)	8.2e-21 (3 hits)
NCVOG0044	1.1e-23 (21 hits)	2.7e-10 (1 hits)						4e-24 (11 hits)		4e-28 (16 hits)	1.3e-21 (13 hits)		3.8e-28 (17 hits)	1.1e-23 (21 hits)		2.6e-24 (21 hits)					3.8e-20 (1 hits)	1.6e-26 (9 hits)	2.6e-20 (1 hits)				9.6e-16 (1 hits)	1.4e-23 (21 hits)	4.4e-12 (1 hits)					8.8e-16 (5 hits)	1.1e-19 (21 hits)		1.3e-16 (1 hits)		8.9e-10 (1 hits)				8.6e-13 (4 hits)		1.9e-22 (9 hits)		2.3e-09 (1 hits)	
NCVOG0046	1.4e-37 (19 hits)	1e-44 (16 hits)	4.1e-25 (22 hits)	3.3e-45 (42 hits)	4.7e-23 (7 hits)	2.8e-23 (9 hits)	1.9e-38 (27 hits)	6.6e-29 (20 hits)	6.5e-43 (18 hits)	2.5e-29 (15 hits)	1.7e-29 (17 hits)		2.6e-29 (12 hits)	1.3e-37 (11 hits)	1.1e-20 (9 hits)	3e-35 (16 hits)	7e-46 (15 hits)	3.3e-26 (10 hits)	1.5e-46 (17 hits)	9.6e-16 (9 hits)	2.5e-14 (5 hits)	4.2e-20 (11 hits)	6.2e-15 (5 hits)	1.5e-46 (17 hits)	2e-46 (19 hits)	2.2e-46 (16 hits)	6.1e-22 (15 hits)	5.2e-43 (35 hits)	5.4e-35 (25 hits)	4.2e-56 (30 hits)	1.8e-41 (12 hits)	4.7e-22 (9 hits)	2.5e-22 (9 hits)	1.1e-32 (8 hits)	9.9e-21 (8 hits)	1.9e-24 (10 hits)	3.8e-22 (7 hits)		3.9e-46 (24 hits)	1.6e-31 (11 hits)	3e-57 (21 hits)	2.9e-57 (22 hits)	1.4e-20 (7 hits)	1.5e-26 (13 hits)	1e-27 (20 hits)	1e-23 (14 hits)	8.9e-58 (23 hits)	9.5e-24 (9 hits)
NCVOG0047		1.1e-60 (1 hits)		4.9e-12 (6 hits)			2.2e-57 (2 hits)																					2.9e-26 (1 hits)			1.8e-09 (1 hits)		1.1e-19 (1 hits)			2.8e-25 (1 hits)			2.2e-09 (1 hits)		4.7e-09 (1 hits)	2.7e-09 (1 hits)						
NCVOG0050	8.8e-10 (1 hits)	9.7e-12 (2 hits)	1.1e-17 (15 hits)	7.2e-27 (14 hits)			1.8e-10 (1 hits)	3.9e-09 (1 hits)	2.5e-20 (5 hits)	5.3e-16 (4 hits)	4.1e-16 (3 hits)		8e-16 (4 hits)	8.9e-10 (2 hits)	4e-19 (3 hits)	2.2e-12 (2 hits)	2.5e-16 (6 hits)	1.1e-14 (2 hits)	4.3e-15 (5 hits)	1.4e-11 (1 hits)	3.9e-10 (1 hits)	1.5e-16 (6 hits)	3.2e-10 (1 hits)	4.7e-13 (4 hits)	3.1e-16 (4 hits)	2.5e-15 (5 hits)		2.3e-20 (6 hits)	1.2e-22 (5 hits)	3.2e-22 (7 hits)	3.3e-23 (12 hits)	1e-10 (2 hits)	3.1e-19 (3 hits)			2e-14 (2 hits)			1.3e-20 (6 hits)	2.8e-11 (2 hits)	3.7e-19 (9 hits)	2.3e-20 (9 hits)	4.5e-16 (5 hits)	2e-17 (4 hits)		2.5e-11 (2 hits)	2.2e-19 (7 hits)	2e-13 (3 hits)
NCVOG0052		1.2e-25 (3 hits)					1.5e-24 (5 hits)		4.4e-21 (1 hits)		2.9e-16 (2 hits)				2.8e-17 (1 hits)		1.3e-20 (3 hits)	1.3e-24 (1 hits)	1.2e-15 (1 hits)	7.4e-23 (2 hits)				3.2e-15 (1 hits)	3e-15 (1 hits)	8.2e-16 (1 hits)	6.1e-23 (1 hits)		9.6e-26 (1 hits)	1.7e-26 (1 hits)	1.3e-22 (1 hits)		7.4e-18 (2 hits)		4.9e-15 (1 hits)	1.5e-23 (2 hits)	6.5e-23 (1 hits)		2.5e-27 (1 hits)			3.1e-27 (2 hits)	2.4e-26 (2 hits)	4.7e-27 (4 hits)			4.7e-27 (1 hits)	5.9e-21 (2 hits)
NCVOG0053	1.7e-11 (1 hits)									3.1e-10 (6 hits)			2.3e-10 (1 hits)	3.2e-12 (2 hits)		1.2e-11 (2 hits)						6.7e-10 (4 hits)			3.7e-11 (1 hits)	5.6e-09 (1 hits)		1.6e-11 (2 hits)		1.2e-15 (4 hits)				7.7e-09 (2 hits)	5.5e-09 (1 hits)				2.1e-15 (9 hits)		4.6e-14 (6 hits)	6.6e-12 (7 hits)					1.6e-11 (2 hits)	
NCVOG0055	1.1e-14 (1 hits)	7.7e-25 (9 hits)	8.4e-24 (2 hits)	1.1e-23 (6 hits)	3.7e-24 (3 hits)	4.8e-22 (1 hits)	1.2e-25 (9 hits)	1.2e-16 (5 hits)	6.1e-29 (6 hits)	2.8e-23 (8 hits)	5.7e-21 (4 hits)		8.6e-27 (9 hits)	1.1e-19 (6 hits)	8e-13 (2 hits)	6.6e-17 (2 hits)	5.3e-27 (5 hits)	8.1e-20 (4 hits)	3.8e-24 (6 hits)	9e-29 (5 hits)	3.4e-18 (2 hits)	4.4e-18 (4 hits)	3.3e-18 (2 hits)	3.1e-24 (4 hits)	1.7e-18 (3 hits)	1.9e-27 (3 hits)	7.9e-33 (3 hits)	1.1e-22 (9 hits)	7.8e-36 (3 hits)	1.7e-20 (6 hits)	2.4e-20 (5 hits)	8e-20 (4 hits)	7.6e-12 (4 hits)	6.8e-32 (6 hits)	3.4e-20 (3 hits)	1.1e-63 (22 hits)	1.5e-33 (5 hits)		3.7e-28 (4 hits)	7.7e-21 (3 hits)	1.8e-19 (5 hits)	1.7e-19 (5 hits)	3e-25 (6 hits)	3.8e-14 (3 hits)	1.5e-24 (4 hits)	3.2e-18 (4 hits)	1.5e-20 (6 hits)	4.1e-12 (2 hits)
NCVOG0056		9.2e-10 (1 hits)		4.1e-10 (2 hits)			5.9e-10 (1 hits)		2.1e-10 (2 hits)										1.7e-09 (1 hits)			9.3e-10 (1 hits)			7.9e-10 (3 hits)	1.4e-09 (2 hits)	4.2e-09 (1 hits)					8.4e-09 (1 hits)		4.2e-10 (1 hits)		1e-10 (1 hits)							1.1e-12 (3 hits)			3.6e-09 (1 hits)		9.5e-10 (2 hits)
NCVOG0057		3.7e-11 (4 hits)		6.4e-12 (2 hits)			3.4e-12 (8 hits)		8.9e-12 (3 hits)				3.1e-09 (1 hits)				7.4e-12 (4 hits)	6.1e-09 (3 hits)	9e-14 (4 hits)					1.7e-11 (3 hits)	4.1e-13 (4 hits)	1.2e-12 (5 hits)		1.6e-09 (1 hits)	1.6e-09 (2 hits)		2.5e-14 (7 hits)		3e-10 (2 hits)			5.2e-10 (1 hits)	3.7e-09 (1 hits)						1.5e-10 (3 hits)	1.3e-10 (1 hits)	6.8e-11 (1 hits)	1.2e-11 (1 hits)		4.6e-12 (1 hits)
NCVOG0058	5.9e-11 (4 hits)	5.1e-09 (1 hits)		1.4e-30 (10 hits)			1.1e-11 (3 hits)	5.2e-21 (3 hits)			1e-15 (5 hits)			5.3e-11 (2 hits)		4.5e-11 (1 hits)	3.5e-09 (2 hits)	6.5e-10 (2 hits)	3.8e-09 (2 hits)	4.2e-14 (6 hits)		8.1e-13 (4 hits)			7.6e-09 (2 hits)	3.7e-09 (2 hits)	3.8e-09 (2 hits)	7.2e-11 (4 hits)	7.7e-18 (4 hits)	1.5e-10 (4 hits)	1.7e-11 (7 hits)	1.5e-09 (1 hits)	2.7e-10 (1 hits)	2.3e-11 (1 hits)	3.7e-13 (1 hits)	3.3e-10 (1 hits)	1.9e-09 (2 hits)		4.1e-10 (3 hits)		3.4e-11 (2 hits)	3.3e-11 (2 hits)		1.2e-09 (2 hits)	8.4e-22 (5 hits)		1e-10 (2 hits)	
NCVOG0059	1e-14 (2 hits)	6.9e-28 (3 hits)		2.6e-20 (3 hits)	9.2e-21 (3 hits)	5.6e-21 (3 hits)	7.7e-21 (5 hits)		6.9e-34 (1 hits)		5.7e-27 (2 hits)			3.5e-15 (1 hits)	1e-13 (2 hits)	7.8e-48 (4 hits)	4.8e-33 (1 hits)		7.1e-32 (1 hits)			1.6e-26 (1 hits)		1.6e-32 (1 hits)	1.9e-32 (1 hits)	1.8e-32 (1 hits)	1.4e-11 (1 hits)	1.2e-14 (2 hits)	8.9e-29 (2 hits)	5.8e-29 (1 hits)	8.2e-25 (1 hits)		2.1e-43 (3 hits)		1.9e-26 (1 hits)		7e-12 (1 hits)		1.7e-28 (2 hits)		2.2e-26 (1 hits)	8.7e-32 (1 hits)	7.3e-10 (1 hits)	4e-10 (1 hits)	1e-14 (2 hits)		2.4e-27 (1 hits)	
NCVOG0061	1.9e-30 (6 hits)	1e-87 (11 hits)	2.1e-55 (9 hits)	5.9e-122 (57 hits)	7.7e-79 (5 hits)	4.7e-79 (4 hits)	4.4e-86 (16 hits)	6.2e-28 (9 hits)	3.9e-63 (11 hits)	1.1e-22 (5 hits)	9e-50 (8 hits)		1.5e-35 (6 hits)	1.2e-21 (4 hits)	1.9e-52 (4 hits)	1.8e-22 (7 hits)	7.4e-57 (11 hits)	2.4e-41 (4 hits)	1.4e-34 (12 hits)	1.1e-25 (9 hits)	2.6e-23 (9 hits)	2.3e-15 (4 hits)	2e-23 (9 hits)	5.5e-57 (10 hits)	2.8e-25 (9 hits)	1.8e-34 (10 hits)	1.3e-32 (6 hits)	6.9e-82 (16 hits)	2.7e-30 (10 hits)	4.3e-55 (13 hits)	8.5e-100 (13 hits)	2.1e-24 (3 hits)	8.1e-30 (6 hits)	5.9e-25 (3 hits)	1.1e-32 (7 hits)	1.2e-32 (15 hits)	6.8e-33 (6 hits)		3e-63 (9 hits)	1.4e-24 (4 hits)	1.8e-70 (6 hits)	1.7e-70 (6 hits)	2.4e-47 (7 hits)	2.5e-23 (8 hits)	4.5e-50 (8 hits)	6.8e-44 (4 hits)	5.1e-54 (9 hits)	3.3e-46 (7 hits)
NCVOG0062																										4.1e-16 (3 hits)																						
NCVOG0063				5.9e-10 (2 hits)	1.6e-09 (1 hits)		6.2e-11 (3 hits)																						4.1e-22 (1 hits)	2.8e-16 (1 hits)	7e-12 (3 hits)																2.6e-09 (1 hits)	
NCVOG0064	1.6e-20 (4 hits)	5.1e-44 (18 hits)	1.2e-24 (11 hits)	2e-42 (49 hits)	7e-43 (15 hits)	4.2e-43 (14 hits)	2.2e-43 (27 hits)	9.1e-41 (13 hits)	8.3e-41 (16 hits)	3.4e-34 (8 hits)	7.6e-27 (7 hits)		3.6e-34 (7 hits)	4.8e-20 (5 hits)	6.9e-43 (5 hits)	5.2e-35 (6 hits)	3.6e-44 (16 hits)	1.2e-43 (8 hits)	3.3e-44 (15 hits)	5.4e-26 (18 hits)	1.9e-14 (2 hits)	5e-35 (6 hits)	1.5e-14 (2 hits)	1.4e-44 (18 hits)	3.6e-44 (16 hits)	1.2e-43 (18 hits)	2.4e-40 (10 hits)	3.8e-40 (25 hits)	1.4e-42 (23 hits)	5.2e-42 (18 hits)	4.7e-34 (23 hits)	8.5e-41 (12 hits)	9e-42 (11 hits)	5e-38 (10 hits)	8.6e-35 (8 hits)	3.9e-23 (11 hits)	1.8e-40 (13 hits)		5.1e-42 (13 hits)	4.4e-42 (9 hits)	3.5e-42 (11 hits)	1.3e-41 (10 hits)	2.2e-36 (16 hits)	2.7e-40 (9 hits)	9.9e-37 (4 hits)	2.4e-18 (9 hits)	1.1e-37 (12 hits)	4e-27 (8 hits)
NCVOG0065																				3.5e-12 (2 hits)	5.3e-15 (1 hits)		4.4e-15 (1 hits)					1e-16 (1 hits)	2.2e-11 (1 hits)																			
NCVOG0066	5.4e-12 (1 hits)						1e-17 (4 hits)	1.1e-40 (15 hits)	2.6e-63 (9 hits)	1.2e-22 (3 hits)	9.2e-23 (4 hits)		1.3e-22 (3 hits)	1.9e-33 (2 hits)	2.5e-46 (3 hits)	3.7e-37 (8 hits)	3.3e-62 (9 hits)	2.4e-36 (2 hits)	4.9e-68 (7 hits)		7.2e-11 (3 hits)	1.1e-27 (2 hits)	5.8e-11 (3 hits)	2.8e-61 (8 hits)	7.9e-107 (8 hits)	1.6e-87 (8 hits)	4.8e-47 (12 hits)	9.6e-124 (17 hits)	7.3e-63 (7 hits)	3.4e-145 (43 hits)	2.6e-31 (6 hits)	5.9e-60 (1 hits)	1.1e-40 (4 hits)	6.3e-75 (5 hits)	7.9e-45 (3 hits)	2.8e-44 (44 hits)	2.4e-47 (10 hits)		8.8e-153 (21 hits)	1.2e-18 (2 hits)	6e-137 (30 hits)	5.8e-137 (32 hits)	2e-59 (14 hits)	1.2e-22 (1 hits)	1.9e-21 (3 hits)	1.8e-34 (2 hits)	6.1e-56 (26 hits)	1.7e-47 (5 hits)
NCVOG0067	2.9e-10 (1 hits)	1.8e-13 (3 hits)	4.2e-13 (1 hits)	2e-16 (4 hits)	7.1e-10 (2 hits)	3.1e-10 (4 hits)	5.4e-13 (2 hits)	6.7e-12 (1 hits)	1.1e-13 (2 hits)		4.1e-11 (1 hits)		7.4e-63 (1 hits)	2.4e-10 (1 hits)	2.5e-13 (5 hits)		2.8e-12 (3 hits)	3.8e-11 (3 hits)	1.6e-20 (5 hits)	5.8e-10 (1 hits)		1.1e-22 (2 hits)		5.5e-13 (1 hits)	3.6e-12 (3 hits)	3.4e-12 (2 hits)		4e-13 (3 hits)	3.2e-12 (3 hits)	1.3e-19 (5 hits)	9.2e-29 (7 hits)	9.5e-11 (4 hits)	3.5e-14 (4 hits)	2.1e-21 (1 hits)	2e-14 (4 hits)	6.8e-60 (12 hits)	5.2e-09 (1 hits)		6.8e-21 (4 hits)	4.4e-63 (6 hits)	7e-14 (5 hits)	2.9e-21 (5 hits)	2.7e-13 (5 hits)	5.8e-09 (1 hits)		5.4e-12 (5 hits)	1.3e-11 (3 hits)	5e-14 (3 hits)
NCVOG0068		3.1e-10 (1 hits)		6.6e-12 (2 hits)			4.3e-16 (1 hits)									2e-11 (2 hits)															8.3e-12 (1 hits)		1.3e-09 (1 hits)		4.3e-15 (1 hits)									3.5e-09 (2 hits)				
NCVOG0070																2e-12 (1 hits)																																
NCVOG0071		6.7e-09 (3 hits)					7.4e-09 (3 hits)										2.1e-09 (1 hits)		2.2e-11 (1 hits)	3e-09 (2 hits)				1.9e-09 (1 hits)	3.6e-13 (1 hits)	1.7e-11 (1 hits)							1.5e-09 (3 hits)										4.3e-09 (1 hits)					
NCVOG0072				4.8e-19 (8 hits)													4.3e-15 (5 hits)		4e-13 (2 hits)					1.6e-10 (2 hits)		9.2e-11 (2 hits)			3.7e-13 (2 hits)				4.9e-42 (1 hits)															
NCVOG0073	4.7e-139 (15 hits)	2.2e-152 (11 hits)	1.1e-131 (44 hits)	2.8e-138 (36 hits)	5.4e-98 (15 hits)	5.9e-139 (10 hits)	1.2e-159 (19 hits)	5.2e-139 (22 hits)	1e-97 (9 hits)	2.6e-165 (27 hits)	1.3e-82 (31 hits)		2.9e-165 (22 hits)	6.9e-139 (14 hits)	1.6e-69 (11 hits)	3.9e-139 (17 hits)	2.1e-139 (13 hits)	2.6e-73 (9 hits)	3.2e-147 (12 hits)	1.5e-101 (22 hits)	4.8e-94 (18 hits)	7.9e-141 (30 hits)	3.9e-94 (18 hits)	1.6e-138 (11 hits)	8e-152 (15 hits)	3e-140 (12 hits)	2.4e-152 (10 hits)	3.3e-156 (30 hits)	9.1e-164 (13 hits)	1.8e-156 (21 hits)	2.5e-114 (26 hits)	2.8e-58 (8 hits)	5e-71 (11 hits)	9.7e-50 (14 hits)	1.8e-104 (18 hits)	1.4e-118 (28 hits)	1.2e-152 (11 hits)		5.2e-129 (12 hits)	6.6e-136 (6 hits)	5e-100 (19 hits)	4.8e-100 (16 hits)	8.8e-133 (14 hits)	2e-112 (17 hits)	2.8e-131 (27 hits)	1.5e-92 (11 hits)	3.6e-89 (16 hits)	5.4e-162 (12 hits)
NCVOG0074	1.6e-269 (16 hits)	9.7e-281 (12 hits)	8.1e-256 (57 hits)	5.1e-224 (43 hits)	6.4e-189 (17 hits)	1.1e-224 (12 hits)	2.9e-298 (28 hits)	1.4e-268 (29 hits)	2.6e-189 (11 hits)	6.6e-298 (33 hits)	3.4e-139 (47 hits)		1.1e-297 (24 hits)	6.1e-270 (19 hits)	9.8e-129 (18 hits)	5.1e-270 (19 hits)	2.7e-254 (16 hits)	3.3e-120 (12 hits)	1.1e-267 (15 hits)	6.4e-186 (30 hits)	4.8e-189 (21 hits)	9.7e-269 (40 hits)	3.9e-189 (21 hits)	2.4e-268 (12 hits)	2e-295 (17 hits)	2.6e-249 (14 hits)	1.3e-291 (10 hits)	8.1e-303 (38 hits)	4.2e-302 (12 hits)	2.6e-300 (28 hits)	1.6e-181 (30 hits)	8.3e-103 (9 hits)	6.5e-127 (22 hits)	1.1e-75 (24 hits)	1.9e-174 (26 hits)	9.7e-223 (42 hits)	6.7e-292 (9 hits)		9.4e-256 (20 hits)	2.5e-270 (6 hits)	1.6e-192 (23 hits)	1.5e-192 (23 hits)	9.5e-247 (15 hits)	7.9e-191 (26 hits)	7.4e-255 (35 hits)	7.4e-141 (17 hits)	8.6e-128 (26 hits)	8.8e-298 (20 hits)
NCVOG0075	2.4e-12 (1 hits)		4.4e-14 (3 hits)						6.4e-13 (2 hits)	3.5e-13 (1 hits)	1.7e-10 (1 hits)		3.6e-13 (1 hits)	4e-12 (2 hits)					1.8e-11 (2 hits)	4e-11 (1 hits)		5.5e-14 (1 hits)			1e-11 (1 hits)	3.7e-12 (1 hits)	2.5e-10 (2 hits)	4.2e-15 (3 hits)		2.7e-13 (1 hits)		7.7e-14 (2 hits)			9.6e-12 (1 hits)	7e-12 (1 hits)	1.2e-14 (1 hits)		2.7e-13 (1 hits)		2.8e-14 (1 hits)	2.7e-14 (1 hits)	1.9e-12 (1 hits)				7.2e-13 (1 hits)	
NCVOG0076		9.3e-93 (3 hits)		8.2e-57 (21 hits)	1.2e-14 (3 hits)	7.1e-15 (3 hits)	4.8e-90 (6 hits)	4.7e-17 (3 hits)	6.1e-19 (4 hits)	3.8e-09 (1 hits)	6.7e-09 (2 hits)		3.9e-09 (1 hits)			1.3e-98 (2 hits)	3.8e-19 (1 hits)	5e-09 (1 hits)	4.2e-19 (1 hits)	5.4e-11 (1 hits)		4.4e-10 (2 hits)		9.6e-19 (2 hits)	4.8e-19 (4 hits)	4.1e-19 (5 hits)	3.9e-16 (3 hits)	7.9e-20 (3 hits)	1.1e-26 (5 hits)	2e-17 (5 hits)	1.5e-29 (11 hits)		1.1e-57 (3 hits)	5.7e-24 (4 hits)		3.4e-11 (1 hits)	1.4e-18 (4 hits)		1.5e-23 (3 hits)	5e-09 (1 hits)	3.8e-21 (4 hits)	3.7e-21 (4 hits)		1.6e-76 (4 hits)	5e-09 (2 hits)		2.1e-18 (3 hits)	
NCVOG0077	1.4e-24 (12 hits)	1.6e-65 (19 hits)	4.7e-09 (1 hits)	1.3e-109 (799 hits)		1.4e-35 (2 hits)	5.8e-65 (34 hits)	6.5e-63 (41 hits)	2.9e-46 (50 hits)	2.6e-31 (7 hits)	1.7e-30 (24 hits)		1.8e-31 (7 hits)	6.8e-27 (15 hits)	7.5e-80 (89 hits)	1.2e-56 (22 hits)	7.4e-94 (57 hits)	1.7e-59 (31 hits)	1.3e-100 (71 hits)	5.1e-46 (9 hits)		2.8e-24 (7 hits)		5.1e-62 (70 hits)	2.8e-100 (67 hits)	1.2e-100 (65 hits)		1.5e-25 (12 hits)	1.1e-102 (53 hits)		7.2e-98 (191 hits)	9.7e-35 (21 hits)	1.6e-75 (76 hits)	3.5e-15 (5 hits)	9.5e-44 (23 hits)					3.4e-67 (71 hits)			2.1e-26 (13 hits)	1.5e-35 (42 hits)	8.4e-34 (17 hits)	2.5e-56 (36 hits)		6.5e-87 (36 hits)
NCVOG0078	1.8e-28 (8 hits)	3.1e-30 (6 hits)	9.7e-11 (3 hits)	1.4e-17 (3 hits)	4.9e-18 (3 hits)	3e-18 (4 hits)	1e-29 (7 hits)	3.7e-24 (8 hits)	1e-16 (1 hits)	6.6e-28 (9 hits)	7.2e-28 (11 hits)		6.9e-28 (10 hits)	1.7e-28 (12 hits)		4e-28 (7 hits)	3.4e-18 (2 hits)		3.4e-18 (2 hits)	3.3e-28 (4 hits)	5.5e-30 (8 hits)	7.9e-28 (7 hits)	5.7e-30 (10 hits)	4.3e-24 (4 hits)	7.7e-24 (3 hits)	4.6e-18 (2 hits)	3.5e-28 (4 hits)	1.7e-29 (20 hits)	2.9e-11 (2 hits)	1.4e-28 (7 hits)	9e-17 (2 hits)	1.6e-24 (2 hits)	4.8e-15 (2 hits)		2.2e-25 (8 hits)	8.8e-29 (16 hits)	7.6e-30 (5 hits)		6.3e-29 (6 hits)	9.1e-29 (1 hits)	5.4e-29 (5 hits)	7.7e-29 (5 hits)	5.1e-29 (3 hits)	8.3e-19 (2 hits)	5.9e-28 (7 hits)	6.6e-18 (3 hits)	1.1e-28 (6 hits)	2.6e-17 (3 hits)
NCVOG0080				3.4e-18 (2 hits)				1.2e-22 (1 hits)			2e-14 (3 hits)																1.6e-58 (1 hits)										4.7e-68 (1 hits)								2e-21 (1 hits)			
NCVOG0105	2.2e-26 (2 hits)	1.7e-31 (14 hits)	4.4e-11 (2 hits)	7.5e-78 (36 hits)	2.8e-24 (7 hits)	2.6e-22 (5 hits)	4.9e-30 (20 hits)	1.1e-40 (3 hits)	6.7e-47 (6 hits)	2.1e-30 (3 hits)	5.8e-40 (4 hits)		1.3e-32 (3 hits)	3.3e-26 (2 hits)	7.9e-16 (6 hits)	7.1e-100 (5 hits)	2.3e-18 (6 hits)	5.4e-11 (4 hits)	8.8e-18 (6 hits)	1.8e-37 (2 hits)	2e-27 (1 hits)	9.9e-29 (2 hits)	1.6e-27 (1 hits)	5.4e-21 (6 hits)	1e-17 (6 hits)	1.3e-17 (6 hits)	1.2e-44 (8 hits)	4.8e-35 (9 hits)	1.6e-49 (11 hits)	2.7e-37 (12 hits)	2.3e-71 (9 hits)	1.4e-11 (2 hits)	3.5e-13 (3 hits)	5.8e-24 (2 hits)	4.1e-33 (2 hits)	6.8e-24 (8 hits)	1e-55 (7 hits)		4.2e-32 (9 hits)	4e-12 (2 hits)	9.1e-31 (8 hits)	1.5e-22 (7 hits)	1.1e-34 (8 hits)	3.9e-15 (4 hits)	5.6e-14 (5 hits)	3.6e-10 (2 hits)	2.6e-25 (8 hits)	
NCVOG0111			1.5e-09 (1 hits)	2.8e-16 (3 hits)																		6.2e-15 (2 hits)					5e-13 (1 hits)	1.6e-16 (2 hits)	9.7e-22 (1 hits)		3.1e-09 (1 hits)						1.9e-12 (1 hits)		2.1e-13 (2 hits)		1.3e-10 (1 hits)	1.2e-10 (1 hits)	1.4e-13 (1 hits)		1.6e-09 (1 hits)		3.5e-12 (2 hits)	
NCVOG0149																												8.4e-11 (1 hits)																				
NCVOG0157	1.2e-15 (6 hits)		2.7e-13 (8 hits)	2.5e-18 (11 hits)	2.1e-14 (4 hits)	1.2e-14 (4 hits)		2.2e-16 (12 hits)	5e-14 (5 hits)	1.4e-12 (8 hits)	8.5e-18 (10 hits)		9.9e-13 (12 hits)	1.8e-15 (6 hits)	7.9e-14 (10 hits)	9.1e-17 (7 hits)	3.5e-16 (7 hits)	3.7e-23 (13 hits)	1.2e-16 (4 hits)	9.1e-22 (12 hits)	1.5e-12 (4 hits)	1.3e-18 (10 hits)	1.2e-12 (4 hits)	1.7e-17 (4 hits)	3.9e-17 (3 hits)	2.7e-17 (3 hits)	7.5e-11 (2 hits)	8e-33 (123 hits)	1e-19 (17 hits)	1.9e-17 (4 hits)	1.5e-18 (19 hits)	4.5e-16 (7 hits)	2.4e-18 (11 hits)	8.8e-09 (3 hits)	5.4e-15 (16 hits)	6.3e-17 (52 hits)	5.2e-13 (5 hits)		1.7e-17 (3 hits)	1.6e-13 (21 hits)	2.6e-16 (5 hits)	5.1e-17 (4 hits)	3.9e-10 (5 hits)	3.5e-16 (9 hits)	1.8e-11 (9 hits)	8.2e-18 (14 hits)	2.5e-18 (3 hits)	6.8e-13 (7 hits)
NCVOG0158		2.9e-19 (1 hits)					3.3e-18 (2 hits)									7.4e-13 (1 hits)	5.7e-12 (1 hits)																	3.9e-27 (1 hits)										7.7e-19 (2 hits)				
NCVOG0166																											9e-11 (1 hits)										4.1e-15 (1 hits)											
